Referencia_Pedido;Fecha_Pedido;Fecha_Entrega;Fecha_Prevista;Fecha_Pago;Cliente;Vendedor;Equipo_Ventas;Subtotal;Impuestos;Total;Estado_Pedido;Estado_Factura;Cantidad
SO489;4/02/2020;17/02/2020;15/02/2020;14/02/2020;Cliente7;Yeny;Equipo Centro;16969950;3224291;20194241;Pedido de venta;Facturado;7893
SO660;5/02/2020;18/02/2020;16/02/2020;9/03/2020;Cliente18;Julian;Equipo Centro;18309400;3478786;21788186;Pedido de venta;Facturado;8516
SO490;6/02/2020;20/02/2020;15/02/2020;17/02/2020;Cliente2;Carlos;Equipo Oriente;20201400;3838266;24039666;Pedido de venta;Facturado;9396
SO661;7/02/2020;18/02/2020;15/02/2020;30/03/2020;Cliente13;Lina;Equipo Especial;14972600;2844794;17817394;Pedido de venta;Facturado;6964
SO491;8/02/2020;20/02/2020;19/02/2020;17/02/2020;Cliente1;Lina;Equipo Especial;28214450;5360746;33575196;Pedido de venta;Facturado;13123
SO662;9/02/2020;27/02/2020;21/02/2020;15/03/2020;Cliente7;Julian;Equipo Centro;22783550;4328875;27112425;Pedido de venta;Facturado;10597
SO492;10/02/2020;21/02/2020;21/02/2020;29/03/2020;Cliente10;Lina;Equipo Especial;54096150;10278269;64374419;Pedido de venta;Facturado;25161
SO663;11/02/2020;24/02/2020;25/02/2020;21/03/2020;Cliente14;Angelica;Equipo Oriente;17253750;3278213;20531963;Pedido de venta;Facturado;8025
SO493;12/02/2020;22/02/2020;20/02/2020;12/03/2020;Cliente15;Angelica;Equipo Oriente;6927300;1316187;8243487;Pedido de venta;Facturado;3222
SO664;13/02/2020;28/02/2020;22/02/2020;3/04/2020;Cliente4;Angelica;Equipo Oriente;36180200;6874238;43054438;Pedido de venta;Facturado;16828
SO494;14/02/2020;27/02/2020;26/02/2020;29/03/2020;Cliente6;Ricardo;Equipo Sur;25939750;4928553;30868303;Pedido de venta;Facturado;12065
SO665;15/02/2020;5/03/2020;29/02/2020;13/03/2020;Cliente2;Nathalie;Equipo Oriente;16993600;3228784;20222384;Pedido de venta;Facturado;7904
SO495;16/02/2020;2/03/2020;25/02/2020;26/02/2020;Cliente2;Ricardo;Equipo Sur;44945750;8539693;53485443;Pedido de venta;Facturado;20905
SO666;17/02/2020;6/03/2020;26/02/2020;10/04/2020;Cliente13;Ricardo;Equipo Sur;14183550;2694875;16878425;Pedido de venta;Facturado;6597
SO496;18/02/2020;1/03/2020;27/02/2020;19/03/2020;Cliente2;Enrique;Equipo Sur;24135900;4585821;28721721;Pedido de venta;Facturado;11226
SO667;19/02/2020;4/03/2020;1/03/2020;19/04/2020;Cliente13;Rocio;Equipo Sur;18769500;3566205;22335705;Pedido de venta;Facturado;8730
SO497;20/02/2020;10/03/2020;6/03/2020;10/03/2020;Cliente6;David;Equipo Especial;20345450;3865636;24211086;Pedido de venta;Facturado;9463
SO668;21/02/2020;2/03/2020;1/03/2020;11/04/2020;Cliente4;Diana;Equipo Sur;40095350;7618117;47713467;Pedido de venta;Facturado;18649
SO498;22/02/2020;10/03/2020;6/03/2020;2/03/2020;Cliente7;Enrique;Equipo Sur;23142600;4397094;27539694;Pedido de venta;Facturado;10764
SO669;23/02/2020;11/03/2020;5/03/2020;13/04/2020;Cliente3;Lina;Equipo Especial;7791600;1480404;9272004;Pedido de venta;Facturado;3624
SO499;24/02/2020;12/03/2020;8/03/2020;8/04/2020;Cliente4;Lina;Equipo Especial;23250100;4417519;27667619;Pedido de venta;Facturado;10814
SO670;25/02/2020;13/03/2020;4/03/2020;9/04/2020;Cliente12;Ricardo;Equipo Sur;53844600;10230474;64075074;Pedido de venta;Facturado;25044
SO500;26/02/2020;10/03/2020;8/03/2020;7/04/2020;Cliente9;Lina;Equipo Especial;38596800;7333392;45930192;Pedido de venta;Facturado;17952
SO671;27/02/2020;8/03/2020;13/03/2020;19/04/2020;Cliente12;Yeny;Equipo Centro;51703200;9823608;61526808;Pedido de venta;Facturado;24048
SO501;28/02/2020;17/03/2020;9/03/2020;10/04/2020;Cliente4;Carlos;Equipo Oriente;42972050;8164690;51136740;Pedido de venta;Facturado;19987
SO672;29/02/2020;20/03/2020;14/03/2020;19/04/2020;Cliente10;Angelica;Equipo Oriente;33062700;6281913;39344613;Pedido de venta;Facturado;15378
SO502;1/03/2020;21/03/2020;11/03/2020;16/03/2020;Cliente7;Ricardo;Equipo Sur;21930000;4166700;26096700;Pedido de venta;Facturado;10200
SO673;2/03/2020;16/03/2020;17/03/2020;12/03/2020;Cliente12;Lina;Equipo Especial;47742900;9071151;56814051;Pedido de venta;Facturado;22206
SO503;3/03/2020;22/03/2020;12/03/2020;27/04/2020;Cliente2;Diana;Equipo Sur;16352900;3107051;19459951;Pedido de venta;Facturado;7606
SO674;4/03/2020;23/03/2020;15/03/2020;1/04/2020;Cliente8;Lina;Equipo Especial;35204100;6688779;41892879;Pedido de venta;Facturado;16374
SO504;5/03/2020;18/03/2020;20/03/2020;20/04/2020;Cliente6;Yeny;Equipo Centro;30377350;5771697;36149047;Pedido de venta;Facturado;14129
SO675;6/03/2020;25/03/2020;18/03/2020;14/03/2020;Cliente4;Lina;Equipo Especial;51348450;9756206;61104656;Pedido de venta;Facturado;23883
SO505;7/03/2020;26/03/2020;21/03/2020;23/04/2020;Cliente18;Lina;Equipo Especial;13770750;2616443;16387193;Pedido de venta;Facturado;6405
SO676;8/03/2020;22/03/2020;20/03/2020;23/03/2020;Cliente12;Julian;Equipo Centro;57080350;10845267;67925617;Pedido de venta;Facturado;26549
SO506;9/03/2020;27/03/2020;20/03/2020;20/04/2020;Cliente8;Ricardo;Equipo Sur;36208150;6879549;43087699;Pedido de venta;Facturado;16841
SO677;10/03/2020;25/03/2020;22/03/2020;7/04/2020;Cliente8;Lina;Equipo Especial;18775950;3567431;22343381;Pedido de venta;Facturado;8733
SO507;11/03/2020;23/03/2020;26/03/2020;21/03/2020;Cliente12;Nathalie;Equipo Oriente;25821500;4906085;30727585;Pedido de venta;Facturado;12010
SO678;12/03/2020;28/03/2020;24/03/2020;17/04/2020;Cliente2;Ricardo;Equipo Sur;37807750;7183473;44991223;Pedido de venta;Facturado;17585
SO508;13/03/2020;2/04/2020;28/03/2020;31/03/2020;Cliente7;Carlos;Equipo Oriente;11175700;2123383;13299083;Pedido de venta;Facturado;5198
SO679;14/03/2020;2/04/2020;23/03/2020;1/05/2020;Cliente15;Ricardo;Equipo Sur;19999300;3799867;23799167;Pedido de venta;Facturado;9302
SO509;15/03/2020;31/03/2020;30/03/2020;23/04/2020;Cliente10;Diana;Equipo Sur;27031950;5136071;32168021;Pedido de venta;Facturado;12573
SO680;16/03/2020;28/03/2020;25/03/2020;24/04/2020;Cliente2;Nathalie;Equipo Oriente;14297500;2716525;17014025;Pedido de venta;Facturado;6650
SO510;17/03/2020;31/03/2020;25/03/2020;7/04/2020;Cliente2;Carlos;Equipo Oriente;24400350;4636067;29036417;Pedido de venta;Facturado;11349
SO681;18/03/2020;6/04/2020;28/03/2020;30/04/2020;Cliente2;David;Equipo Especial;22633050;4300280;26933330;Pedido de venta;Facturado;10527
SO511;19/03/2020;5/04/2020;30/03/2020;9/04/2020;Cliente3;Rocio;Equipo Sur;25462450;4837866;30300316;Pedido de venta;Facturado;11843
SO682;20/03/2020;30/03/2020;30/03/2020;22/04/2020;Cliente7;Lina;Equipo Especial;30347250;5765978;36113228;Pedido de venta;Facturado;14115
SO512;21/03/2020;4/04/2020;4/04/2020;29/04/2020;Cliente13;Lina;Equipo Especial;27137300;5156087;32293387;Pedido de venta;Facturado;12622
SO683;22/03/2020;11/04/2020;2/04/2020;11/05/2020;Cliente2;Ricardo;Equipo Sur;43337550;8234135;51571685;Pedido de venta;Facturado;20157
SO513;23/03/2020;11/04/2020;4/04/2020;29/04/2020;Cliente18;Enrique;Equipo Sur;22125650;4203874;26329524;Pedido de venta;Facturado;10291
SO684;24/03/2020;12/04/2020;5/04/2020;10/05/2020;Cliente1;Lina;Equipo Especial;25800000;4902000;30702000;Pedido de venta;Facturado;12000
SO514;25/03/2020;10/04/2020;4/04/2020;24/05/2020;Cliente17;Nathalie;Equipo Oriente;50471250;9589538;60060788;Pedido de venta;Facturado;23475
SO685;26/03/2020;9/04/2020;6/04/2020;8/04/2020;Cliente10;Diana;Equipo Sur;23226450;4413026;27639476;Pedido de venta;Facturado;10803
SO515;27/03/2020;13/04/2020;6/04/2020;25/04/2020;Cliente18;Ricardo;Equipo Sur;29857050;5672840;35529890;Pedido de venta;Facturado;13887
SO686;28/03/2020;16/04/2020;5/04/2020;10/05/2020;Cliente15;Julian;Equipo Centro;19371500;3680585;23052085;Pedido de venta;Facturado;9010
SO516;29/03/2020;11/04/2020;9/04/2020;4/05/2020;Cliente9;Enrique;Equipo Sur;19995000;3799050;23794050;Pedido de venta;Facturado;9300
SO687;30/03/2020;16/04/2020;10/04/2020;6/05/2020;Cliente6;Ricardo;Equipo Sur;16084150;3055989;19140139;Pedido de venta;Facturado;7481
SO517;31/03/2020;19/04/2020;14/04/2020;24/05/2020;Cliente9;Fabian;Equipo Sur;26853500;5102165;31955665;Pedido de venta;Facturado;12490
SO688;1/04/2020;20/04/2020;14/04/2020;28/04/2020;Cliente2;Julian;Equipo Centro;26326750;5002083;31328833;Pedido de venta;Facturado;12245
SO518;2/04/2020;13/04/2020;16/04/2020;17/05/2020;Cliente10;Carlos;Equipo Oriente;97246650;18476864;115723514;Pedido de venta;Facturado;45231
SO689;3/04/2020;18/04/2020;11/04/2020;26/04/2020;Cliente2;Nathalie;Equipo Oriente;22267550;4230835;26498385;Pedido de venta;Facturado;10357
SO519;4/04/2020;18/04/2020;13/04/2020;20/05/2020;Cliente7;Lina;Equipo Especial;65422350;12430247;77852597;Pedido de venta;Facturado;30429
SO690;5/04/2020;17/04/2020;18/04/2020;14/04/2020;Cliente6;Lina;Equipo Especial;23387700;4443663;27831363;Pedido de venta;Facturado;10878
SO520;6/04/2020;26/04/2020;18/04/2020;21/05/2020;Cliente6;Diana;Equipo Sur;7099300;1348867;8448167;Pedido de venta;Facturado;3302
SO691;7/04/2020;19/04/2020;17/04/2020;2/05/2020;Cliente7;Fabian;Equipo Sur;12147500;2308025;14455525;Pedido de venta;Facturado;5650
SO521;8/04/2020;18/04/2020;18/04/2020;6/06/2020;Cliente2;Carlos;Equipo Oriente;7327200;1392168;8719368;Pedido de venta;Facturado;3408
SO692;9/04/2020;29/04/2020;18/04/2020;29/05/2020;Cliente4;Lina;Equipo Especial;18060000;3431400;21491400;Pedido de venta;Facturado;8400
SO522;10/04/2020;26/04/2020;20/04/2020;2/05/2020;Cliente2;Enrique;Equipo Sur;8081850;1535552;9617402;Pedido de venta;Facturado;3759
SO693;11/04/2020;25/04/2020;22/04/2020;3/06/2020;Cliente9;Lina;Equipo Especial;20061650;3811714;23873364;Pedido de venta;Facturado;9331
SO523;12/04/2020;25/04/2020;21/04/2020;25/04/2020;Cliente1;Enrique;Equipo Sur;16813000;3194470;20007470;Pedido de venta;Facturado;7820
SO694;13/04/2020;3/05/2020;27/04/2020;27/04/2020;Cliente4;Julian;Equipo Centro;9152550;1738985;10891535;Pedido de venta;Facturado;4257
SO524;14/04/2020;1/05/2020;24/04/2020;30/05/2020;Cliente2;Ricardo;Equipo Sur;10311400;1959166;12270566;Pedido de venta;Facturado;4796
SO695;15/04/2020;26/04/2020;24/04/2020;6/05/2020;Cliente7;Ricardo;Equipo Sur;7864700;1494293;9358993;Pedido de venta;Facturado;3658
SO525;16/04/2020;28/04/2020;1/05/2020;23/05/2020;Cliente13;Angelica;Equipo Oriente;22005250;4180998;26186248;Pedido de venta;Facturado;10235
SO696;17/04/2020;28/04/2020;2/05/2020;13/06/2020;Cliente2;Jorge;Equipo Centro;20844250;3960408;24804658;Pedido de venta;Facturado;9695
SO526;18/04/2020;1/05/2020;27/04/2020;8/05/2020;Cliente12;Ricardo;Equipo Sur;16453950;3126251;19580201;Pedido de venta;Facturado;7653
SO697;19/04/2020;29/04/2020;2/05/2020;18/05/2020;Cliente6;Angelica;Equipo Oriente;15101600;2869304;17970904;Pedido de venta;Facturado;7024
SO527;20/04/2020;7/05/2020;1/05/2020;2/06/2020;Cliente16;Nathalie;Equipo Oriente;12872050;2445690;15317740;Pedido de venta;Facturado;5987
SO698;21/04/2020;1/05/2020;3/05/2020;29/04/2020;Cliente18;Julian;Equipo Centro;25535550;4851755;30387305;Pedido de venta;Facturado;11877
SO528;22/04/2020;3/05/2020;5/05/2020;3/05/2020;Cliente7;Jorge;Equipo Centro;23475850;4460412;27936262;Pedido de venta;Facturado;10919
SO699;23/04/2020;6/05/2020;3/05/2020;13/06/2020;Cliente8;Angelica;Equipo Oriente;14015850;2663012;16678862;Pedido de venta;Facturado;6519
SO529;24/04/2020;6/05/2020;3/05/2020;16/05/2020;Cliente2;Angelica;Equipo Oriente;34372050;6530690;40902740;Pedido de venta;Facturado;15987
SO700;25/04/2020;15/05/2020;10/05/2020;23/05/2020;Cliente12;Ricardo;Equipo Sur;15138150;2876249;18014399;Pedido de venta;Facturado;7041
SO530;26/04/2020;12/05/2020;7/05/2020;8/06/2020;Cliente7;Nathalie;Equipo Oriente;21446250;4074788;25521038;Pedido de venta;Facturado;9975
SO701;27/04/2020;12/05/2020;11/05/2020;22/05/2020;Cliente7;Ricardo;Equipo Sur;18943650;3599294;22542944;Pedido de venta;Facturado;8811
SO531;28/04/2020;13/05/2020;13/05/2020;14/05/2020;Cliente19;Jorge;Equipo Centro;13873950;2636051;16510001;Pedido de venta;Facturado;6453
SO702;29/04/2020;12/05/2020;14/05/2020;22/06/2020;Cliente10;Angelica;Equipo Oriente;26733100;5079289;31812389;Pedido de venta;Facturado;12434
SO532;30/04/2020;19/05/2020;9/05/2020;16/06/2020;Cliente2;Julian;Equipo Centro;43642850;8292142;51934992;Pedido de venta;Facturado;20299
SO703;1/05/2020;11/05/2020;9/05/2020;21/05/2020;Cliente2;Angelica;Equipo Oriente;21551600;4094804;25646404;Pedido de venta;Facturado;10024
SO533;2/05/2020;21/05/2020;16/05/2020;19/06/2020;Cliente2;Ricardo;Equipo Sur;35260000;6699400;41959400;Pedido de venta;Facturado;16400
SO704;3/05/2020;14/05/2020;12/05/2020;8/06/2020;Cliente3;Ricardo;Equipo Sur;26816950;5095221;31912171;Pedido de venta;Facturado;12473
SO534;4/05/2020;14/05/2020;17/05/2020;4/06/2020;Cliente4;Yeny;Equipo Centro;21856900;4152811;26009711;Pedido de venta;Facturado;10166
SO705;5/05/2020;23/05/2020;16/05/2020;18/05/2020;Cliente13;Enrique;Equipo Sur;16544250;3143408;19687658;Pedido de venta;Facturado;7695
SO535;6/05/2020;22/05/2020;15/05/2020;5/06/2020;Cliente6;Diana;Equipo Sur;20111100;3821109;23932209;Pedido de venta;Facturado;9354
SO706;7/05/2020;17/05/2020;17/05/2020;30/06/2020;Cliente6;Lina;Equipo Especial;13790100;2620119;16410219;Pedido de venta;Facturado;6414
SO536;8/05/2020;22/05/2020;18/05/2020;28/06/2020;Cliente15;David;Equipo Especial;19932650;3787204;23719854;Pedido de venta;Facturado;9271
SO707;9/05/2020;20/05/2020;19/05/2020;25/06/2020;Cliente7;Fabian;Equipo Sur;12239950;2325591;14565541;Pedido de venta;Facturado;5693
SO537;10/05/2020;30/05/2020;18/05/2020;26/05/2020;Cliente7;Carlos;Equipo Oriente;13886850;2638502;16525352;Pedido de venta;Facturado;6459
SO708;11/05/2020;27/05/2020;19/05/2020;1/07/2020;Cliente4;Lina;Equipo Especial;9118150;1732449;10850599;Pedido de venta;Facturado;4241
SO538;12/05/2020;31/05/2020;22/05/2020;9/07/2020;Cliente18;Julian;Equipo Centro;25232400;4794156;30026556;Pedido de venta;Facturado;11736
SO709;13/05/2020;31/05/2020;25/05/2020;24/06/2020;Cliente9;Lina;Equipo Especial;27246950;5176921;32423871;Pedido de venta;Facturado;12673
SO539;14/05/2020;31/05/2020;29/05/2020;9/07/2020;Cliente13;Lina;Equipo Especial;24058500;4571115;28629615;Pedido de venta;Facturado;11190
SO710;15/05/2020;2/06/2020;26/05/2020;4/07/2020;Cliente4;Julian;Equipo Centro;19767100;3755749;23522849;Pedido de venta;Facturado;9194
SO540;16/05/2020;3/06/2020;25/05/2020;7/06/2020;Cliente7;Julian;Equipo Centro;23591950;4482471;28074421;Pedido de venta;Facturado;10973
SO711;17/05/2020;4/06/2020;28/05/2020;29/05/2020;Cliente7;Ricardo;Equipo Sur;44651200;8483728;53134928;Pedido de venta;Facturado;20768
SO541;18/05/2020;28/05/2020;31/05/2020;22/06/2020;Cliente14;Angelica;Equipo Oriente;23503800;4465722;27969522;Pedido de venta;Facturado;10932
SO712;19/05/2020;2/06/2020;2/06/2020;20/06/2020;Cliente2;Jorge;Equipo Centro;23946700;4549873;28496573;Pedido de venta;Facturado;11138
SO542;20/05/2020;8/06/2020;2/06/2020;12/07/2020;Cliente4;Angelica;Equipo Oriente;11691700;2221423;13913123;Pedido de venta;Facturado;5438
SO713;21/05/2020;3/06/2020;31/05/2020;11/07/2020;Cliente6;Angelica;Equipo Oriente;10962850;2082942;13045792;Pedido de venta;Facturado;5099
SO543;22/05/2020;6/06/2020;3/06/2020;27/06/2020;Cliente2;Nathalie;Equipo Oriente;17055950;3240631;20296581;Pedido de venta;Facturado;7933
SO714;23/05/2020;4/06/2020;31/05/2020;9/06/2020;Cliente18;Julian;Equipo Centro;27558700;5236153;32794853;Pedido de venta;Facturado;12818
SO544;24/05/2020;7/06/2020;5/06/2020;11/07/2020;Cliente13;Ricardo;Equipo Sur;16441050;3123800;19564850;Pedido de venta;Facturado;7647
SO715;25/05/2020;7/06/2020;9/06/2020;9/06/2020;Cliente8;Angelica;Equipo Oriente;33303500;6327665;39631165;Pedido de venta;Facturado;15490
SO545;26/05/2020;9/06/2020;6/06/2020;1/07/2020;Cliente13;Rocio;Equipo Sur;21893450;4159756;26053206;Pedido de venta;Facturado;10183
SO716;27/05/2020;11/06/2020;7/06/2020;7/06/2020;Cliente12;Ricardo;Equipo Sur;20444350;3884427;24328777;Pedido de venta;Facturado;9509
SO546;28/05/2020;14/06/2020;8/06/2020;27/07/2020;Cliente4;Diana;Equipo Sur;20674400;3928136;24602536;Pedido de venta;Facturado;9616
SO717;29/05/2020;17/06/2020;8/06/2020;17/06/2020;Cliente7;Ricardo;Equipo Sur;39355750;7477593;46833343;Pedido de venta;Facturado;18305
SO547;30/05/2020;18/06/2020;9/06/2020;20/07/2020;Cliente3;Lina;Equipo Especial;10410300;1977957;12388257;Pedido de venta;Facturado;4842
SO718;31/05/2020;20/06/2020;13/06/2020;28/06/2020;Cliente10;Angelica;Equipo Oriente;13957800;2651982;16609782;Pedido de venta;Facturado;6492
SO548;1/06/2020;17/06/2020;12/06/2020;25/06/2020;Cliente12;Ricardo;Equipo Sur;44754400;8503336;53257736;Pedido de venta;Facturado;20816
SO719;2/06/2020;14/06/2020;16/06/2020;24/07/2020;Cliente2;Angelica;Equipo Oriente;21781650;4138514;25920164;Pedido de venta;Facturado;10131
SO549;3/06/2020;23/06/2020;12/06/2020;10/07/2020;Cliente12;Yeny;Equipo Centro;19472550;3699785;23172335;Pedido de venta;Facturado;9057
SO720;4/06/2020;21/06/2020;14/06/2020;14/07/2020;Cliente3;Ricardo;Equipo Sur;51243100;9736189;60979289;Pedido de venta;Facturado;23834
SO550;5/06/2020;25/06/2020;20/06/2020;8/07/2020;Cliente10;Angelica;Equipo Oriente;45367150;8619759;53986909;Pedido de venta;Facturado;21101
SO721;6/06/2020;20/06/2020;21/06/2020;1/07/2020;Cliente13;Enrique;Equipo Sur;28605750;5435093;34040843;Pedido de venta;Facturado;13305
SO551;7/06/2020;19/06/2020;15/06/2020;24/06/2020;Cliente12;Lina;Equipo Especial;51905300;9862007;61767307;Pedido de venta;Facturado;24142
SO722;8/06/2020;28/06/2020;18/06/2020;29/06/2020;Cliente9;Lina;Equipo Especial;29553900;5615241;35169141;Pedido de venta;Facturado;13746
SO552;9/06/2020;24/06/2020;20/06/2020;25/06/2020;Cliente8;Lina;Equipo Especial;19627350;3729197;23356547;Pedido de venta;Facturado;9129
SO723;10/06/2020;24/06/2020;24/06/2020;31/07/2020;Cliente4;Julian;Equipo Centro;18627600;3539244;22166844;Pedido de venta;Facturado;8664
SO553;11/06/2020;28/06/2020;24/06/2020;19/06/2020;Cliente4;Lina;Equipo Especial;32164000;6111160;38275160;Pedido de venta;Facturado;14960
SO724;12/06/2020;23/06/2020;24/06/2020;15/07/2020;Cliente7;Ricardo;Equipo Sur;20635700;3920783;24556483;Pedido de venta;Facturado;9598
SO554;13/06/2020;25/06/2020;22/06/2020;22/06/2020;Cliente12;Julian;Equipo Centro;31873750;6056013;37929763;Pedido de venta;Facturado;14825
SO725;14/06/2020;2/07/2020;24/06/2020;12/08/2020;Cliente2;Jorge;Equipo Centro;38663450;7346056;46009506;Pedido de venta;Facturado;17983
SO555;15/06/2020;2/07/2020;27/06/2020;9/08/2020;Cliente8;Lina;Equipo Especial;74366350;14129607;88495957;Pedido de venta;Facturado;34589
SO726;16/06/2020;2/07/2020;25/06/2020;4/07/2020;Cliente6;Angelica;Equipo Oriente;19698300;3742677;23440977;Pedido de venta;Facturado;9162
SO556;17/06/2020;3/07/2020;2/07/2020;6/08/2020;Cliente2;Ricardo;Equipo Sur;10182400;1934656;12117056;Pedido de venta;Facturado;4736
SO727;18/06/2020;1/07/2020;28/06/2020;29/07/2020;Cliente18;Julian;Equipo Centro;64459150;12247239;76706389;Pedido de venta;Facturado;29981
SO557;19/06/2020;8/07/2020;3/07/2020;27/06/2020;Cliente15;Ricardo;Equipo Sur;29437800;5593182;35030982;Pedido de venta;Facturado;13692
SO728;20/06/2020;3/07/2020;2/07/2020;25/07/2020;Cliente8;Angelica;Equipo Oriente;17187100;3265549;20452649;Pedido de venta;Facturado;7994
SO558;21/06/2020;6/07/2020;3/07/2020;18/07/2020;Cliente2;Nathalie;Equipo Oriente;76632450;14560166;91192616;Pedido de venta;Facturado;35643
SO729;22/06/2020;11/07/2020;1/07/2020;23/07/2020;Cliente12;Ricardo;Equipo Sur;22921150;4355019;27276169;Pedido de venta;Facturado;10661
SO559;23/06/2020;8/07/2020;1/07/2020;6/07/2020;Cliente2;David;Equipo Especial;26791150;5090319;31881469;Pedido de venta;Facturado;12461
SO730;24/06/2020;11/07/2020;2/07/2020;29/07/2020;Cliente7;Ricardo;Equipo Sur;25243150;4796199;30039349;Pedido de venta;Facturado;11741
SO560;25/06/2020;10/07/2020;10/07/2020;4/08/2020;Cliente7;Lina;Equipo Especial;34187150;6495559;40682709;Pedido de venta;Facturado;15901
SO731;26/06/2020;6/07/2020;8/07/2020;19/08/2020;Cliente10;Angelica;Equipo Oriente;57174950;10863241;68038191;Pedido de venta;Facturado;26593
SO561;27/06/2020;17/07/2020;5/07/2020;23/07/2020;Cliente2;Ricardo;Equipo Sur;30226850;5743102;35969952;Pedido de venta;Facturado;14059
SO732;28/06/2020;13/07/2020;9/07/2020;13/07/2020;Cliente2;Angelica;Equipo Oriente;8847250;1680978;10528228;Pedido de venta;Facturado;4115
SO562;29/06/2020;14/07/2020;12/07/2020;15/07/2020;Cliente1;Lina;Equipo Especial;36040450;6847686;42888136;Pedido de venta;Facturado;16763
SO733;30/06/2020;11/07/2020;13/07/2020;12/07/2020;Cliente3;Ricardo;Equipo Sur;68683900;13049941;81733841;Pedido de venta;Facturado;31946
SO563;1/07/2020;20/07/2020;10/07/2020;10/07/2020;Cliente10;Diana;Equipo Sur;42539900;8082581;50622481;Pedido de venta;Facturado;19786
SO734;2/07/2020;18/07/2020;11/07/2020;11/08/2020;Cliente13;Enrique;Equipo Sur;39151500;7438785;46590285;Pedido de venta;Facturado;18210
SO564;3/07/2020;13/07/2020;12/07/2020;15/08/2020;Cliente15;Julian;Equipo Centro;50718500;9636515;60355015;Pedido de venta;Facturado;23590
SO735;4/07/2020;18/07/2020;15/07/2020;15/07/2020;Cliente6;Ricardo;Equipo Sur;64880550;12327305;77207855;Pedido de venta;Facturado;30177
SO565;5/07/2020;16/07/2020;16/07/2020;10/08/2020;Cliente6;Ricardo;Equipo Sur;47340850;8994762;56335612;Pedido de venta;Facturado;22019
SO736;6/07/2020;16/07/2020;15/07/2020;4/08/2020;Cliente2;Julian;Equipo Centro;37291750;7085433;44377183;Pedido de venta;Facturado;17345
SO566;7/07/2020;21/07/2020;21/07/2020;12/08/2020;Cliente2;Julian;Equipo Centro;25494700;4843993;30338693;Pedido de venta;Facturado;11858
SO737;8/07/2020;24/07/2020;20/07/2020;22/08/2020;Cliente2;Nathalie;Equipo Oriente;47975100;9115269;57090369;Pedido de venta;Facturado;22314
SO567;9/07/2020;29/07/2020;20/07/2020;2/09/2020;Cliente2;Nathalie;Equipo Oriente;46265850;8790512;55056362;Pedido de venta;Facturado;21519
SO738;10/07/2020;30/07/2020;25/07/2020;18/08/2020;Cliente6;Lina;Equipo Especial;28917500;5494325;34411825;Pedido de venta;Facturado;13450
SO568;11/07/2020;21/07/2020;24/07/2020;4/09/2020;Cliente6;Lina;Equipo Especial;24019800;4563762;28583562;Pedido de venta;Facturado;11172
SO739;12/07/2020;22/07/2020;22/07/2020;1/09/2020;Cliente7;Fabian;Equipo Sur;2279000;433010;2712010;Pedido de venta;Facturado;1060
SO569;13/07/2020;31/07/2020;25/07/2020;31/08/2020;Cliente7;Fabian;Equipo Sur;27305000;5187950;32492950;Pedido de venta;Facturado;12700
SO740;14/07/2020;3/08/2020;29/07/2020;27/07/2020;Cliente4;Lina;Equipo Especial;21721450;4127076;25848526;Pedido de venta;Facturado;10103
SO570;15/07/2020;28/07/2020;23/07/2020;31/07/2020;Cliente4;Lina;Equipo Especial;53896200;10240278;64136478;Pedido de venta;Facturado;25068
SO741;16/07/2020;3/08/2020;25/07/2020;13/09/2020;Cliente9;Lina;Equipo Especial;37947500;7210025;45157525;Pedido de venta;Facturado;17650
SO571;17/07/2020;29/07/2020;1/08/2020;7/09/2020;Cliente9;Lina;Equipo Especial;19203800;3648722;22852522;Pedido de venta;Facturado;8932
SO742;18/07/2020;31/07/2020;2/08/2020;23/08/2020;Cliente4;Julian;Equipo Centro;38919300;7394667;46313967;Pedido de venta;Facturado;18102
SO572;19/07/2020;1/08/2020;1/08/2020;26/08/2020;Cliente4;Julian;Equipo Centro;42008850;7981682;49990532;Pedido de venta;Facturado;19539
SO743;20/07/2020;31/07/2020;2/08/2020;12/08/2020;Cliente7;Ricardo;Equipo Sur;14559800;2766362;17326162;Pedido de venta;Facturado;6772
SO573;21/07/2020;3/08/2020;2/08/2020;10/08/2020;Cliente7;Ricardo;Equipo Sur;42868850;8145082;51013932;Pedido de venta;Facturado;19939
SO744;22/07/2020;1/08/2020;5/08/2020;27/08/2020;Cliente2;Jorge;Equipo Centro;25858050;4913030;30771080;Pedido de venta;Facturado;12027
SO574;23/07/2020;5/08/2020;1/08/2020;27/08/2020;Cliente2;Jorge;Equipo Centro;39787900;7559701;47347601;Pedido de venta;Facturado;18506
SO745;24/07/2020;6/08/2020;8/08/2020;4/09/2020;Cliente6;Angelica;Equipo Oriente;51733300;9829327;61562627;Pedido de venta;Facturado;24062
SO575;25/07/2020;9/08/2020;6/08/2020;5/08/2020;Cliente6;Angelica;Equipo Oriente;29934450;5687546;35621996;Pedido de venta;Facturado;13923
SO746;26/07/2020;5/08/2020;7/08/2020;3/09/2020;Cliente18;Julian;Equipo Centro;61782400;11738656;73521056;Pedido de venta;Facturado;28736
SO576;27/07/2020;8/08/2020;5/08/2020;5/09/2020;Cliente18;Julian;Equipo Centro;36313500;6899565;43213065;Pedido de venta;Facturado;16890
